"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2524-P",79,1423.42275783047,"SGJON","Nottingham","Florida","Mexico","National Pumpkin Festival","1963 V","1548 H",416,1523,-12,"Cinderella",645.653702236259,"heavy"
"2588-P",72,1418.56298932526,"YHPSO","Chicago","Texas","Mexico","Regional Pumpkin Festival","1135 P","1308 S",409,1400,6,"Cinderella",643.449348322331,"heavy"
"2903-P",12,1420.64590782858,"AUGZC","New York","Texas","Mexico","National Pumpkin Festival","1652 X","1879 U",386,1251,12,"Jack Be Little",644.394144262769,"heavy"
"2460-P",27,1413.84222702309,"LREUM","Los Angeles","California","UK","Regional Pumpkin Festival","1573 G","1010 P",390,1312,8,"Atlantic Giant",641.308046561484,"heavy"
"2226-P",64,1410.09635335673,"STCBZ","New York","Florida","UK","National Pumpkin Festival","1473 E","1626 L",397,1336,1,"Atlantic Giant",639.608946847435,"heavy"
"2534-P",21,1394.8896001447,"PXMFU","Houston","Texas","Mexico","Local Pumpkin Festival","1335 H","1923 N",420,1513,-2,"Jack Be Little",632.711279617987,"heavy"
"2964-P",93,1403.88519256655,"VPZZY","Paris","California","USA","Local Pumpkin Festival","1339 U","1837 N",394,1323,3,"Jack Be Little",636.791611704168,"heavy"
"2000-P",57,1400.92929596826,"FEFDK","Chicago","Texas","Mexico","Local Pumpkin Festival","1310 Y","1362 H",394,1284,14,"Atlantic Giant",635.450839560677,"heavy"
"2351-P",81,1392.85302600358,"SVQRF","Chicago","New York","Mexico","Regional Pumpkin Festival","1621 S","1608 M",393,1261,9,"Jack Be Little",631.787505126634,"heavy"
"2223-P",71,1389.82847397681,"TOUMW","Nottingham","New York","USA","Local Pumpkin Festival","1551 S","1422 D",370,1105,21,"Jack Be Little",630.415591404626,"heavy"
"2236-P",95,1380.5535678044,"HPXMC","Paris","California","Mexico","Regional Pumpkin Festival","1109 K","1617 N",393,1333,7,"Cinderella",626.208564732352,"heavy"
"2872-P",62,1383.84119531233,"PFYFU","Los Angeles","New York","UK","Local Pumpkin Festival","1124 B","1364 X",393,1298,8,"Jack Be Little",627.699807485352,"heavy"
"2475-P",73,1382.12599528208,"FHKZH","Nottingham","Texas","Mexico","Local Pumpkin Festival","1698 P","1039 D",394,1336,2,"Atlantic Giant",626.921805838609,"heavy"
"2584-P",64,1375.76135984063,"PWWBC","Paris","Texas","USA","Local Pumpkin Festival","1217 M","1186 G",389,1284,13,"Howden",624.034855764535,"heavy"
"2813-P",74,1385.40405393951,"BKMND","Paris","Florida","Mexico","Local Pumpkin Festival","1745 Q","1823 Q",406,1372,1,"Cinderella",628.408708234029,"heavy"
"2341-P",54,1375.04236998968,"NLFSQ","New York","California","UK","Local Pumpkin Festival","1754 Q","1869 U",410,1415,-1,"Jack Be Little",623.708727454035,"heavy"
"2635-P",19,1374.78548086286,"HDCVQ","Paris","California","UK","Local Pumpkin Festival","1833 C","1302 P",388,1240,10,"Howden",623.592204506172,"heavy"
"2589-P",88,1381.34467854723,"IRZZN","Los Angeles","Florida","USA","Local Pumpkin Festival","1292 X","1721 M",395,1266,5,"Jack Be Little",626.567406529128,"heavy"
"2173-P",79,1362.35712519567,"VHWCC","Paris","California","UK","Regional Pumpkin Festival","1804 Y","1507 B",373,1169,19,"Howden",617.954797203893,"heavy"
"2789-P",6,1365.78576084506,"OZASF","Los Angeles","California","UK","Local Pumpkin Festival","1551 R","1304 U",410,1408,1,"Howden",619.510000173963,"heavy"
"2825-P",21,1359.63962609936,"GDQRT","Paris","Florida","Mexico","Local Pumpkin Festival","1072 L","1918 C",412,1454,-3,"Howden",616.722160348321,"heavy"
"2754-P",94,1368.61562995706,"VEJGA","Paris","Texas","UK","National Pumpkin Festival","1067 N","1849 F",412,1420,-8,"Jack Be Little",620.793607211265,"heavy"
"2372-P",56,1341.83709389716,"FHIJE","Chicago","Florida","UK","Regional Pumpkin Festival","1811 D","1147 S",400,1343,-2,"Cinderella",608.647067574727,"heavy"
"2742-P",52,1343.55124940444,"ZNKTZ","New York","Florida","USA","National Pumpkin Festival","1232 T","1273 S",412,1465,-6,"Howden",609.42459543382,"heavy"
"2400-P",17,1346.74446125217,"ZCFUD","Nottingham","Florida","Mexico","Regional Pumpkin Festival","1888 J","1626 N",395,1309,2,"Howden",610.873011963744,"heavy"
"2452-P",7,1334.29697957076,"CRCYY","Nottingham","New York","USA","Local Pumpkin Festival","1691 B","1783 Z",384,1249,12,"Cinderella",605.226929247343,"heavy"
"2447-P",26,1344.95979408547,"CDIGO","Chicago","California","USA","Local Pumpkin Festival","1046 R","1638 Q",392,1264,4,"Jack Be Little",610.063500553942,"heavy"
"2197-P",71,1330.6914822543,"LYTDN","New York","New York","Mexico","Regional Pumpkin Festival","1586 T","1732 D",396,1364,-4,"Cinderella",603.591503174543,"heavy"
"2743-P",95,1340.96728762239,"QICHN","Nottingham","Texas","USA","Local Pumpkin Festival","1967 F","1093 W",381,1182,14,"Atlantic Giant",608.252530085113,"heavy"
"2719-P",12,1338.78916234616,"DHRHD","New York","Texas","UK","National Pumpkin Festival","1711 F","1539 Z",395,1305,5,"Jack Be Little",607.26454907891,"heavy"
"2982-P",76,1327.8149757795,"RWOIS","New York","Florida","UK","National Pumpkin Festival","1700 E","1589 U",390,1238,11,"Howden",602.286741785318,"heavy"
"2383-P",71,1324.9944247948,"QAWBA","Houston","New York","USA","Local Pumpkin Festival","1463 L","1568 E",396,1332,3,"Cinderella",601.00736137946,"heavy"
"2116-P",66,1330.59576022439,"ZONGC","Houston","California","USA","National Pumpkin Festival","1176 E","1635 L",386,1247,7,"Jack Be Little",603.548084392131,"heavy"
"2641-P",50,1329.7805172028,"MJGOQ","Chicago","Florida","UK","National Pumpkin Festival","1517 N","1201 F",394,1264,5,"Jack Be Little",603.178296377845,"heavy"
"2108-P",63,1318.20916808266,"QKUEW","Houston","New York","Mexico","Local Pumpkin Festival","1570 V","1550 G",381,1147,15,"Atlantic Giant",597.929620706343,"heavy"
"2278-P",25,1313.91520075575,"QVHAX","Nottingham","New York","UK","Regional Pumpkin Festival","1360 Z","1315 Z",-4,-5,-5,"Cinderella",595.981909889824,"heavy"
"2985-P",44,1312.41810678225,"RTUZQ","Los Angeles","Florida","USA","National Pumpkin Festival","1100 L","1377 X",386,1261,2,"Atlantic Giant",595.302839486274,"heavy"
"2647-P",16,1325.03523846343,"GJQKK","Nottingham","Texas","USA","Local Pumpkin Festival","1508 H","1325 B",381,1178,13,"Howden",601.025874148143,"heavy"
"2385-P",19,1307.56520668976,"MXNUN","Chicago","Texas","Mexico","National Pumpkin Festival","1351 P","1896 V",419,1498,-12,"Cinderella",593.101601031948,"heavy"
"2518-P",76,1316.30472626165,"CREVF","Los Angeles","Florida","USA","Regional Pumpkin Festival","1727 Y","1656 H",381,1200,9,"Howden",597.065780427221,"heavy"
"2294-P",60,1311.21532463096,"LZGFX","Los Angeles","California","USA","National Pumpkin Festival","1674 F","1194 F",389,1245,3,"Atlantic Giant",594.757266679677,"heavy"
"2892-P",90,1307.45770467911,"HITNG","Paris","Florida","UK","Regional Pumpkin Festival","1181 M","1689 Y",390,1247,5,"Jack Be Little",593.052838940157,"heavy"
"2501-P",98,1312.57968914788,"JBWBI","Houston","California","USA","Regional Pumpkin Festival","1909 E","1536 H",391,1247,3,"Jack Be Little",595.376132014451,"heavy"
"2976-P",56,1292.74169665296,"VDIHG","Paris","California","Mexico","Local Pumpkin Festival","1412 X","1796 E",383,1199,11,"Jack Be Little",586.377769982636,"heavy"
"2502-P",50,1303.06468467973,"JIJEK","Houston","California","UK","Regional Pumpkin Festival","1318 D","1288 Y",392,1243,1,"Atlantic Giant",591.060198587182,"heavy"
"2579-P",54,1297.75054220483,"ZJWYT","Los Angeles","New York","Mexico","National Pumpkin Festival","1019 M","1248 P",390,1244,7,"Atlantic Giant",588.649744107473,"heavy"
"2657-P",75,1305.61641021408,"JXLKL","New York","New York","USA","National Pumpkin Festival","1110 N","1386 C",404,1412,-5,"Jack Be Little",592.217641819897,"heavy"
"2227-P",52,1288.40433024243,"ZUBWW","New York","California","USA","National Pumpkin Festival","1390 Z","1129 E",394,1301,-5,"Howden",584.410373672924,"heavy"
"2113-P",68,1279.02951308209,"SJHAR","Nottingham","Florida","USA","Local Pumpkin Festival","1691 O","1587 R",397,1334,-3,"Cinderella",580.158028138853,"heavy"
"2923-P",15,1289.32108856924,"VVYFT","Nottingham","California","UK","Local Pumpkin Festival","1547 E","1538 J",380,1170,7,"Atlantic Giant",584.826208255101,"heavy"
"2314-P",94,1286.74000867177,"UHLKN","Los Angeles","Florida","USA","Regional Pumpkin Festival","1703 S","1324 Y",396,1342,-7,"Atlantic Giant",583.655450107248,"heavy"
"2241-P",94,1277.87682491168,"UEYHQ","Houston","California","USA","National Pumpkin Festival","1934 H","1171 D",406,1418,-13,"Cinderella",579.635177579766,"heavy"
"2797-P",69,1287.35657009855,"ZXAEI","Houston","California","USA","Regional Pumpkin Festival","1073 Z","1210 Z",393,1277,5,"Atlantic Giant",583.935117666072,"heavy"
"2174-P",47,1269.73528659325,"QTQOB","Paris","Florida","Mexico","National Pumpkin Festival","1994 B","1446 A",376,1178,5,"Howden",575.942237918462,"heavy"
"2841-P",57,1285.60615338385,"KEWIK","Los Angeles","New York","Mexico","Regional Pumpkin Festival","1839 G","1433 C",390,1300,-5,"Atlantic Giant",583.141141999965,"heavy"
"2312-P",17,1279.36881594174,"MHCDX","Paris","Texas","Mexico","National Pumpkin Festival","1982 D","1733 U",405,1360,-1,"Jack Be Little",580.311933327106,"heavy"
"2195-P",36,1269.0635968186,"EOZWW","Los Angeles","Texas","UK","Regional Pumpkin Festival","1414 X","1490 E",390,1242,2,"Jack Be Little",575.637564561672,"heavy"
"2641-P",16,1270.76185233146,"TAFGL","Nottingham","New York","UK","Local Pumpkin Festival","1752 M","1970 C",389,1302,-7,"Cinderella",576.407880304617,"heavy"
"2631-P",49,1260.43744655605,"QASSX","New York","New York","USA","National Pumpkin Festival","1765 Q","1577 S",372,1140,13,"Howden",571.724808620109,"heavy"
"2057-P",22,1257.64664307795,"CRTID","Los Angeles","Florida","UK","Regional Pumpkin Festival","1014 C","1779 B",2,-1,2,"Cinderella",570.458921456274,"heavy"
"2369-P",35,1264.74852801859,"FFLFZ","Nottingham","Texas","Mexico","National Pumpkin Festival","1779 P","1208 W",400,1381,-5,"Cinderella",573.680282277965,"heavy"
"2502-P",40,1250.34001486562,"FNBJB","Nottingham","New York","USA","Regional Pumpkin Festival","1302 X","1483 U",380,1195,0,"Howden",567.144690648733,"heavy"
"2025-P",8,1251.2254696751,"GKPRO","Los Angeles","Florida","USA","National Pumpkin Festival","1179 U","1420 Z",393,1268,-2,"Cinderella",567.546326194292,"heavy"
"2311-P",95,1257.93259650096,"RZGZN","Nottingham","Texas","Mexico","National Pumpkin Festival","1746 P","1142 G",366,1060,22,"Howden",570.588627747126,"heavy"
"2781-P",82,1252.27386119962,"XNJNJ","Paris","Texas","UK","Local Pumpkin Festival","1240 T","1070 C",391,1256,4,"Cinderella",568.021868590586,"heavy"
"2405-P",77,1241.29443922546,"JLIVJ","Paris","Texas","UK","National Pumpkin Festival","1285 E","1139 E",386,1215,-2,"Jack Be Little",563.041686556096,"heavy"
"2588-P",82,1239.30603017472,"VQUNG","Chicago","Florida","USA","Local Pumpkin Festival","1831 L","1518 R",403,1334,-11,"Howden",562.139759382242,"heavy"
"2227-P",91,1251.09997008275,"VNDBD","Paris","New York","USA","Local Pumpkin Festival","1672 L","1075 M",382,1182,10,"Atlantic Giant",567.489400536765,"heavy"
"2213-P",6,1237.1135985408,"XLQAZ","New York","Florida","USA","Local Pumpkin Festival","1432 I","1725 J",12,4,4,"Atlantic Giant",561.145289121349,"heavy"
"2081-P",28,1230.38527701981,"ISEZV","Houston","Florida","UK","Local Pumpkin Festival","1629 R","1368 D",394,1263,0,"Jack Be Little",558.093373816524,"heavy"
"2811-P",91,1240.82516166661,"BYNFY","Chicago","New York","UK","Local Pumpkin Festival","1566 F","1616 B",396,1354,-12,"Jack Be Little",562.828825835991,"heavy"
"2742-P",45,1243.5646281416,"QUJRL","Nottingham","California","UK","National Pumpkin Festival","1103 B","1619 Z",-4,3,0,"Atlantic Giant",564.071426926916,"heavy"
"2156-P",42,1227.39381319657,"FTIJO","Paris","Texas","USA","Local Pumpkin Festival","1593 P","1142 M",373,1170,4,"Cinderella",556.736468651169,"heavy"
"2145-P",34,1244.36182753742,"XGQVT","Chicago","California","Mexico","Regional Pumpkin Festival","1290 X","1812 F",392,1264,0,"Cinderella",564.433030490228,"heavy"
"2914-P",23,1232.12617757916,"GCODD","Los Angeles","California","Mexico","National Pumpkin Festival","1961 F","1189 A",391,1285,0,"Cinderella",558.883033027174,"heavy"
"2359-P",83,1231.36091264002,"UDYTD","Los Angeles","New York","USA","Regional Pumpkin Festival","1538 C","1321 U",397,1350,-13,"Cinderella",558.53591468975,"heavy"
"2079-P",36,1230.06964119431,"EVBKE","Nottingham","New York","USA","Regional Pumpkin Festival","1157 E","1191 B",395,1284,-8,"Atlantic Giant",557.950203814375,"heavy"
"2614-P",79,1234.25369250495,"TQIOJ","Nottingham","Texas","USA","Regional Pumpkin Festival","1015 Z","1559 Z",386,1266,-7,"Howden",559.848057564571,"heavy"
"2609-P",37,1229.72860737052,"JLUVU","New York","California","USA","Local Pumpkin Festival","1767 Q","1898 L",398,1312,-6,"Cinderella",557.795513473993,"heavy"
"2356-P",29,1211.7811618289,"PIKRG","Houston","Texas","USA","Local Pumpkin Festival","1427 Q","1837 T",382,1196,0,"Jack Be Little",549.654689115323,"heavy"
"2176-P",51,1202.28210906684,"ADTWC","Los Angeles","California","Mexico","Local Pumpkin Festival","1106 W","1584 H",375,1173,6,"Howden",545.345991260228,"heavy"
"2162-P",1,1214.5611846298,"NHHRG","New York","Florida","Mexico","Local Pumpkin Festival","1702 B","1462 Q",357,1043,21,"Howden",550.915686246238,"heavy"
"2359-P",10,1199.65517843235,"PBCSL","Paris","New York","Mexico","Regional Pumpkin Festival","1021 S","1166 G",397,1297,-12,"Atlantic Giant",544.154435567904,"heavy"
"2074-P",61,1200.17136722244,"OWVOX","Los Angeles","California","Mexico","National Pumpkin Festival","1981 X","1315 T",4,1,3,"Jack Be Little",544.388574864568,"heavy"
"2461-P",63,1195.42258217651,"QABVM","New York","Texas","UK","National Pumpkin Festival","1321 G","1375 A",386,1232,0,"Atlantic Giant",542.234562200965,"heavy"
"2278-P",55,1191.84948890302,"XVVUT","Nottingham","Texas","USA","Local Pumpkin Festival","1478 O","1647 R",387,1277,-3,"Cinderella",540.613834354811,"heavy"
"2853-P",50,1207.64761615731,"CHXUG","Nottingham","California","USA","National Pumpkin Festival","1516 D","1040 F",396,1312,-6,"Howden",547.779744337644,"heavy"
"2758-P",99,1192.48576242756,"XCHPN","Los Angeles","Florida","USA","Local Pumpkin Festival","1405 A","1300 R",372,1149,7,"Howden",540.902443170774,"heavy"
"2537-P",93,1198.93179900292,"HQTBY","Houston","Florida","Mexico","National Pumpkin Festival","1212 P","1699 A",368,1078,6,"Cinderella",543.8263161781,"heavy"
"2473-P",79,1187.9881984964,"DRGCS","Nottingham","California","UK","Local Pumpkin Festival","1752 O","1818 B",388,1230,-6,"Atlantic Giant",538.862382488013,"heavy"
"2874-P",78,1202.25397467148,"NEGQN","Chicago","New York","Mexico","National Pumpkin Festival","1748 S","1614 Z",403,1367,-16,"Atlantic Giant",545.333229713155,"heavy"
"2027-P",66,1196.11763068102,"PVEIN","New York","California","USA","Regional Pumpkin Festival","1602 E","1031 P",375,1134,5,"Howden",542.54983089939,"heavy"
"2420-P",45,1182.81796231121,"CQMEM","Los Angeles","New York","USA","Regional Pumpkin Festival","1992 Q","1309 U",369,1116,6,"Jack Be Little",536.517202803312,"heavy"
"2869-P",98,1181.24785226956,"LLLZY","Los Angeles","Florida","USA","Local Pumpkin Festival","1390 I","1209 E",386,1192,4,"Howden",535.80501286836,"heavy"
"2262-P",39,1177.89766097348,"SRMWE","Nottingham","New York","USA","Regional Pumpkin Festival","1448 D","1452 Q",375,1110,4,"Jack Be Little",534.285391658418,"heavy"
"2465-P",36,1185.37872014567,"NMHHJ","Paris","Texas","Mexico","National Pumpkin Festival","1510 I","1071 D",377,1184,4,"Howden",537.678743018442,"heavy"
"2608-P",6,1173.17038877588,"YPKPT","New York","New York","Mexico","Regional Pumpkin Festival","1152 K","1020 X",375,1145,7,"Atlantic Giant",532.141137058672,"heavy"
"2295-P",84,1188.10436023492,"QMZKX","Paris","New York","Mexico","National Pumpkin Festival","1186 E","1513 T",395,1274,-5,"Jack Be Little",538.915072566293,"heavy"
"2146-P",51,1183.69483281393,"QDRLZ","Los Angeles","Texas","USA","National Pumpkin Festival","1600 E","1299 U",378,1133,8,"Jack Be Little",536.914944572822,"heavy"
"2368-P",94,1174.13985259738,"PUOVB","Chicago","New York","Mexico","Local Pumpkin Festival","1840 Z","1968 K",366,1094,7,"Howden",532.580878451095,"heavy"
"2759-P",81,1176.34469424374,"PJGGM","Houston","California","Mexico","Local Pumpkin Festival","1512 A","1890 O",368,1105,8,"Atlantic Giant",533.580977798945,"heavy"
"2489-P",22,1165.28711170424,"RXIQC","Nottingham","Florida","Mexico","National Pumpkin Festival","1849 B","1539 M",364,1073,11,"Atlantic Giant",528.56534272838,"heavy"
"2284-P",38,1161.9259042386,"GHDLT","Paris","New York","Mexico","Local Pumpkin Festival","1339 N","1292 C",401,1346,-17,"Atlantic Giant",527.040724667978,"heavy"
"2543-P",18,1178.59361666068,"VMUPE","Chicago","Florida","USA","Local Pumpkin Festival","1351 F","1660 T",384,1200,-1,"Atlantic Giant",534.601071847991,"heavy"
"2579-P",2,1166.44259959739,"EYBMU","Nottingham","Texas","USA","Local Pumpkin Festival","1543 R","1969 M",399,1318,-8,"Howden",529.08946322034,"heavy"
"2672-P",73,1151.26623585261,"MYHTW","New York","Texas","UK","Regional Pumpkin Festival","1628 W","1167 Q",402,1338,-16,"Atlantic Giant",522.205580421366,"heavy"
"2815-P",96,1149.57785352599,"AIGDW","Chicago","California","Mexico","National Pumpkin Festival","1888 Q","1938 O",379,1137,2,"Cinderella",521.439743080366,"heavy"
"2591-P",60,1148.94601257518,"YSDXS","Paris","New York","UK","Local Pumpkin Festival","1065 N","1526 E",381,1158,2,"Howden",521.153144846025,"heavy"
"2722-P",71,1162.32629604731,"WRLOH","Nottingham","California","USA","Regional Pumpkin Festival","1684 H","1664 S",388,1211,-2,"Cinderella",527.22233933742,"heavy"
"2347-P",84,1162.02184390184,"ONDDZ","Paris","Texas","Mexico","Local Pumpkin Festival","1889 E","1903 T",375,1147,5,"Jack Be Little",527.084242167204,"heavy"
"2190-P",11,1153.0227608718,"LLRQO","New York","Texas","Mexico","National Pumpkin Festival","1687 C","1316 W",375,1162,-1,"Atlantic Giant",523.002326767782,"heavy"
"2133-P",28,1161.90940500703,"TEFQG","Nottingham","Florida","Mexico","Regional Pumpkin Festival","1834 W","1717 D",371,1150,3,"Howden",527.033240742427,"heavy"
"2535-P",38,1145.75806955621,"JHKIM","Chicago","Texas","UK","Regional Pumpkin Festival","1530 X","1178 T",2,1,-4,"Cinderella",519.707118216625,"heavy"
"2693-P",12,1134.45078284759,"MPFAF","Chicago","Florida","Mexico","National Pumpkin Festival","1285 H","1603 Y",370,1128,4,"Atlantic Giant",514.578219240194,"heavy"
"2830-P",50,1140.64564187732,"BUOAZ","Paris","Florida","Mexico","Regional Pumpkin Festival","1705 A","1342 I",364,1080,4,"Atlantic Giant",517.388160029303,"heavy"
"2868-P",95,1135.09459198266,"TOBXR","New York","New York","Mexico","Local Pumpkin Festival","1326 Z","1385 O",-1,0,5,"Howden",514.870246151599,"heavy"
"2505-P",45,1127.74854041077,"SZYTZ","Los Angeles","California","UK","Regional Pumpkin Festival","1766 O","1489 X",367,1120,3,"Atlantic Giant",511.538133208963,"heavy"
"2428-P",87,1123.59614002332,"LFYKP","Paris","New York","UK","National Pumpkin Festival","1026 D","1566 B",383,1234,-10,"Howden",509.65463607603,"heavy"
"2491-P",78,1140.95917778183,"IEBAU","Los Angeles","Texas","UK","National Pumpkin Festival","1152 B","1700 D",392,1265,-9,"Cinderella",517.530377523311,"heavy"
"2569-P",14,1123.25532473493,"SCKDR","Nottingham","California","UK","Regional Pumpkin Festival","1169 Y","1302 F",369,1106,-1,"Howden",509.500044861638,"heavy"
"2730-P",1,1125.695155086,"LPWKQ","Houston","New York","Mexico","Local Pumpkin Festival","1378 S","1487 I",363,1033,12,"Cinderella",510.606733292974,"heavy"
"2831-P",71,1131.57999238465,"XSEGS","Houston","Texas","USA","Regional Pumpkin Festival","1858 S","1492 Y",386,1225,-11,"Howden",513.276050590335,"heavy"
"2302-P",59,1128.88351773471,"IHEVD","Nottingham","California","Mexico","Local Pumpkin Festival","1226 Z","1291 K",360,1022,12,"Atlantic Giant",512.052950263223,"heavy"
"2883-P",4,1120.84981272239,"ODSQZ","Paris","California","Mexico","Regional Pumpkin Festival","1895 Q","1968 A",357,1017,12,"Atlantic Giant",508.408922966806,"heavy"
"2498-P",54,1123.99674334191,"MAKRG","Nottingham","Florida","USA","Regional Pumpkin Festival","1668 D","1163 E",369,1116,-2,"Howden",509.836346684738,"heavy"
"2828-P",91,1117.88875206169,"JRZRQ","Paris","Florida","Mexico","Regional Pumpkin Festival","1594 I","1727 G",368,1118,-4,"Atlantic Giant",507.065808444003,"heavy"
"2219-P",28,1127.67829570919,"VAQWS","Los Angeles","Florida","Mexico","Regional Pumpkin Festival","1184 C","1067 Q",0,1,-4,"Jack Be Little",511.506270748294,"heavy"
"2688-P",51,1115.13029543459,"EKKQW","Nottingham","Florida","UK","Local Pumpkin Festival","1054 Y","1723 M",386,1215,-13,"Atlantic Giant",505.814593564978,"heavy"
"2942-P",87,1126.55246044789,"ZTOVX","New York","Texas","USA","Regional Pumpkin Festival","1691 T","1712 P",362,1000,9,"Atlantic Giant",510.995600463888,"heavy"
"2832-P",8,1114.80123108812,"WTDBH","Los Angeles","California","USA","Local Pumpkin Festival","1848 Q","1527 G",368,1102,5,"Atlantic Giant",505.665332488177,"heavy"
"2217-P",73,1112.16507559549,"XBPEY","Paris","Florida","USA","Regional Pumpkin Festival","1087 Z","1848 G",364,1087,2,"Cinderella",504.469592470588,"heavy"
"2332-P",29,1111.32697505783,"MASND","Paris","California","USA","National Pumpkin Festival","1899 B","1406 D",359,1021,4,"Jack Be Little",504.089436461413,"heavy"
"2384-P",51,1113.26721585263,"EDQNP","Nottingham","California","USA","Regional Pumpkin Festival","1181 M","1143 O",358,1040,8,"Howden",504.969514881894,"heavy"
"2698-P",33,1115.97831002716,"IKBBA","Chicago","Texas","Mexico","National Pumpkin Festival","1564 G","1342 K",380,1202,-6,"Jack Be Little",506.199246513814,"heavy"
"2325-P",89,1107.35891873948,"LFIAW","Houston","New York","USA","Regional Pumpkin Festival","1344 A","1405 N",367,1118,0,"Cinderella",502.289556391679,"heavy"
"2502-P",54,1107.11306955852,"IZRGU","New York","New York","UK","Local Pumpkin Festival","1872 W","1455 F",373,1144,-2,"Howden",502.178041079022,"heavy"
"2718-P",53,1101.54914095812,"UNGMJ","Nottingham","California","USA","National Pumpkin Festival","1221 R","1054 M",359,1011,11,"Atlantic Giant",499.654285518656,"heavy"
"2242-P",32,1093.02178463712,"KBOJE","New York","California","UK","Regional Pumpkin Festival","1075 F","1098 I",376,1141,-4,"Howden",495.786341755182,"heavy"
"2658-P",43,1105.66792148072,"QANNS","Nottingham","Texas","USA","Local Pumpkin Festival","1713 M","1485 Z",375,1116,-1,"Howden",501.522532937415,"heavy"
"2643-P",17,1101.07567519881,"WDTXF","Houston","New York","UK","National Pumpkin Festival","1583 V","1811 D",379,1171,-2,"Cinderella",499.439525062778,"heavy"
"2657-P",77,1103.13404484931,"QUGGZ","Nottingham","California","USA","National Pumpkin Festival","1523 J","1606 D",358,1039,1,"Jack Be Little",500.373185830887,"heavy"
"2661-P",52,1101.36225287057,"KVHSG","Paris","California","UK","Regional Pumpkin Festival","1991 C","1871 W",376,1124,-1,"Howden",499.569514508103,"heavy"
"2605-P",11,1088.48596387543,"URNNJ","Paris","New York","Mexico","Regional Pumpkin Festival","1318 G","1772 W",378,1204,-6,"Howden",493.72892806599,"heavy"
"2413-P",3,1080.07010783162,"UXBKQ","Paris","Texas","USA","Local Pumpkin Festival","1306 U","1827 Z",387,1269,-11,"Howden",489.9115599775,"heavy"
"2172-P",62,1090.5322940452,"UHYQX","Houston","New York","USA","Regional Pumpkin Festival","1262 R","1966 X",-1,-4,1,"Jack Be Little",494.6571278175,"heavy"
"2416-P",48,1086.93319755327,"UOOJD","Chicago","New York","USA","National Pumpkin Festival","1860 A","1677 V",364,1093,-5,"Howden",493.024605109866,"heavy"
"2979-P",44,1079.45752062369,"PDCZJ","Nottingham","California","USA","National Pumpkin Festival","1815 Y","1738 T",375,1104,-7,"Jack Be Little",489.633695094024,"heavy"
"2320-P",33,1080.22888666708,"XAPTD","Chicago","California","UK","National Pumpkin Festival","1950 Y","1302 W",3,-3,0,"Cinderella",489.983580845782,"heavy"
"2455-P",53,1077.69073667936,"BYZTP","Chicago","California","Mexico","Local Pumpkin Festival","1704 S","1243 T",369,1132,-2,"Cinderella",488.832295377437,"heavy"
"2951-P",23,1089.06024617888,"YPMHX","Los Angeles","Florida","USA","Regional Pumpkin Festival","1620 Q","1404 S",366,1076,-1,"Howden",493.989418137062,"heavy"
"2903-P",3,1083.82270049211,"KRHXF","New York","California","USA","National Pumpkin Festival","1513 E","1797 G",365,1056,1,"Cinderella",491.613707376015,"heavy"
"2257-P",19,1088.3371943282,"EDXSX","Nottingham","New York","USA","National Pumpkin Festival","1417 F","1067 P",368,1101,-3,"Atlantic Giant",493.661447334477,"heavy"
"2853-P",85,1078.89888419565,"IWINE","Houston","Texas","Mexico","National Pumpkin Festival","1244 W","1762 J",384,1199,-6,"Cinderella",489.38030187266,"heavy"
"2332-P",37,1074.96057022214,"JITSN","Houston","New York","Mexico","Local Pumpkin Festival","1173 U","1073 E",375,1190,-13,"Atlantic Giant",487.593912703612,"heavy"
"2041-P",14,1071.56857823394,"VMPAS","Nottingham","Florida","UK","Regional Pumpkin Festival","1034 B","1521 H",377,1123,-2,"Atlantic Giant",486.055331018664,"heavy"
"2541-P",18,1081.6662016185,"BXHVY","Chicago","New York","Mexico","National Pumpkin Festival","1067 G","1767 T",365,1078,-1,"Jack Be Little",490.635535941033,"heavy"
"2668-P",15,1066.5620776685,"IKJUR","Los Angeles","Florida","UK","Local Pumpkin Festival","1845 P","1238 F",369,1131,-8,"Cinderella",483.784420561777,"heavy"
"2029-P",71,1074.14656199049,"VJRQK","Nottingham","California","Mexico","Local Pumpkin Festival","1831 O","1669 D",368,1075,-5,"Howden",487.224684780619,"heavy"
"2452-P",25,1078.92158365436,"UZNMD","Los Angeles","New York","Mexico","Local Pumpkin Festival","1591 C","1332 S",372,1104,-7,"Atlantic Giant",489.390598173934,"heavy"
"2870-P",100,1070.71710366663,"KGRQX","Chicago","Florida","USA","National Pumpkin Festival","1213 X","1890 O",355,1025,9,"Howden",485.669108651681,"heavy"
"2068-P",20,1062.08734998759,"RNCPY","Chicago","Texas","USA","National Pumpkin Festival","1942 E","1133 V",367,1058,1,"Jack Be Little",481.75471822789,"heavy"
"2974-P",11,1066.65185205359,"WMYMZ","Chicago","New York","Mexico","National Pumpkin Festival","1631 Y","1687 X",373,1097,-6,"Howden",483.825141537877,"heavy"
"2948-P",73,1064.69431572873,"LSBMJ","Houston","New York","UK","Local Pumpkin Festival","1145 L","1792 L",-4,-3,4,"Howden",482.937217996924,"heavy"
